id,var_rpta_alt,prob_uno
295684#665465#414877,1,0.53349
541648#334121#746461,0,0.29436
70700#944801#135541,0,0.46733
361641#1051383#28959,0,0.49473
300566#110203#977596,1,0.60961
467798#742966#337376,1,0.59244
7833#820877#259465,0,0.45793
87586#693002#387340,1,0.54881
513646#535975#544367,0,0.46680
479936#769650#310692,0,0.10806
80502#1079072#1270,1,0.52873
294622#410197#669726,0,0.36062
581264#917318#163024,0,0.32815
379757#803596#276746,0,0.37236
444511#269377#813635,0,0.41172
522085#342932#737727,0,0.47749
176410#535001#545341,0,0.37734
573090#726534#353808,0,0.41008
37994#764348#315994,0,0.44762
620310#386094#693756,0,0.29737
40222#835904#244438,0,0.25835
324750#857715#222627,0,0.32914
373242#840382#239960,1,0.57299
254650#1000461#79881,0,0.19702
268527#114488#973331,0,0.26403
6761#207411#875279,1,0.54124
327632#43521#1061300,0,0.44148
255278#419350#660642,0,0.22434
497084#171321#916812,0,0.40268
547043#233428#849404,1,0.69214
62326#575664#504678,0,0.12147
310238#27477#885354,0,0.21449
186563#467402#612940,0,0.20312
84631#156808#931291,0,0.44388
111461#822797#257545,0,0.19459
355176#1022337#58005,0,0.29015
197707#974464#105878,0,0.35556
499781#7629#1075652,0,0.16005
471949#951942#128400,1,0.72207
560739#360451#719411,0,0.30228
437386#353814#726052,0,0.42164
423515#884474#195868,0,0.35580
188#835853#244489,0,0.31157
395470#976538#103804,0,0.35084
538398#308307#774814,0,0.49370
151553#549559#530783,0,0.24740
624446#193792#894459,0,0.33742
621292#367136#712725,0,0.48405
199741#979066#101276,0,0.42344
530052#1052884#27458,0,0.43629
323121#877645#202697,0,0.42624
485006#308305#774816,1,0.71156
568419#477682#602660,1,0.54619
354011#229633#853197,0,0.41836
87457#90615#1014722,0,0.49912
230436#1063048#17294,1,0.72822
45995#38121#1066965,0,0.40365
252187#703522#376820,0,0.41707
101593#389066#690790,0,0.44228
538050#570890#509452,0,0.17973
242188#988314#92028,0,0.29717
102015#14931#1002380,0,0.30112
309176#21096#885419,0,0.05148
397641#379419#700436,0,0.38423
389430#843228#237114,1,0.59462
179856#504081#576261,0,0.37080
525929#841776#238566,0,0.43272
184627#1054806#25536,0,0.31775
591017#1013695#66647,0,0.34226
31136#1017238#63104,1,0.79494
621253#357868#721995,0,0.28326
597037#514610#565732,0,0.49097
373437#714379#365963,0,0.38535
555141#364702#715151,1,0.55581
568481#360001#719862,1,0.59128
242315#297816#785289,1,0.51396
193358#41581#1063518,1,0.56499
260617#329691#751009,1,0.58893
262495#467505#612837,0,0.40166
460510#197145#891114,1,0.53296
168734#2731#1078044,0,0.22932
110720#394101#685808,1,0.52640
170153#733996#346346,0,0.17158
58357#7931#1009338,0,0.21704
444137#349630#731129,0,0.27593
293418#170180#917955,1,0.54101
254570#965649#114693,0,0.33177
116273#232188#850647,1,0.52681
190226#602914#477428,1,0.51813
309669#640570#439772,0,0.44308
69145#28202#753113,0,0.38136
446709#787664#292678,0,0.48650
363266#955995#124347,0,0.34814
75830#833617#246725,0,0.22343
338794#486445#593897,0,0.18086
388541#745721#334621,1,0.52672
535046#884597#195745,0,0.43130
38354#889863#190479,0,0.23425
196038#546397#533945,0,0.36619
440717#267142#815870,1,0.61093
199993#1029029#51313,0,0.24311
210956#807051#273291,0,0.16445
602677#213100#869657,1,0.65642
144516#525693#554649,1,0.53324
300410#433968#646184,0,0.43734
159775#411398#668526,0,0.32651
592801#67979#1037062,0,0.48244
187879#93557#994214,0,0.43638
233451#529936#550406,0,0.30265
394109#59036#1045938,0,0.47961
158473#290391#792664,0,0.45606
224218#755339#325003,0,0.36213
228291#991296#89046,0,0.29207
612558#277821#805211,1,0.65353
72528#968955#111387,0,0.21676
556585#640205#440137,0,0.15066
313315#20304#1012927,0,0.26304
264486#965438#114904,0,0.30849
12351#724410#355932,0,0.36316
544348#947601#132741,0,0.37357
50402#766332#314010,1,0.74903
427906#277055#805975,0,0.44185
377666#798636#281706,0,0.40313
583102#343726#736951,1,0.50910
196029#1065423#14919,0,0.35464
248320#708458#371884,0,0.35252
33655#1069914#10428,1,0.69980
562139#158770#929341,1,0.56083
139524#357873#690623,0,0.16096
160044#175465#912634,0,0.38042
332465#824919#255423,1,0.75526
505837#9000#1076681,1,0.56897
250155#523872#556470,0,0.36025
302792#270185#812829,1,0.59951
454481#283419#799635,0,0.38829
213420#1030895#49447,0,0.13209
348739#275007#808021,0,0.31356
284540#839141#241201,0,0.17568
149063#697626#382716,0,0.20630
112058#916235#164107,1,0.51577
543278#240886#842133,0,0.35909
46926#656467#423875,1,0.54586
601075#348995#731755,0,0.48716
455818#313831#769307,0,0.43573
261258#725568#354774,0,0.29412
618109#519842#560500,0,0.12346
237402#543172#537170,0,0.47710
467550#289814#793247,0,0.42164
604608#204508#880745,0,0.46479
215403#262862#820123,0,0.41024
136694#1075379#4963,0,0.25246
590562#952138#128204,1,0.80120
605018#676637#403705,0,0.20253
460465#275713#807312,0,0.44444
211690#228364#854460,0,0.32620
219649#830122#250220,0,0.30402
464122#93605#994169,1,0.78068
279520#630947#449395,0,0.19926
442730#613998#466344,1,0.54852
270648#695698#384644,0,0.17717
608644#280869#802173,1,0.75294
8660#94174#993604,0,0.31021
260454#515977#564365,0,0.47763
495673#6946#1005570,0,0.39275
431371#896796#183546,1,0.52679
71294#767864#312478,1,0.63602
102152#729340#351002,1,0.65006
85939#233344#849485,0,0.18775
97183#974826#105516,1,0.66149
396782#566477#513865,1,0.68090
246657#919465#160877,0,0.22649
113148#776889#303453,1,0.54198
58368#268032#814979,1,0.60103
381729#336247#744339,0,0.47587
505126#892738#187604,0,0.31429
44959#979039#101303,0,0.48749
107018#22134#1003745,1,0.62389
192988#1039550#40792,0,0.18789
317308#96916#990854,0,0.40609
135486#994468#85874,1,0.61415
287046#563970#516372,0,0.42795
563158#282924#800130,0,0.48694
119184#90915#1014432,0,0.40714
297670#1028149#52193,0,0.26043
362713#199086#889179,0,0.37997
398516#173903#914212,1,0.50160
98033#1024634#55708,1,0.56240
94366#539920#540422,1,0.55106
521900#729125#351217,0,0.34417
141645#483148#597194,0,0.31370
290867#757349#322993,0,0.18786
168426#48319#1056507,0,0.21703
205525#778586#301756,0,0.30451
404545#1046319#34023,0,0.31884
3145#817257#263085,0,0.27523
292720#811294#269048,1,0.52454
497926#221102#861691,1,0.60706
278317#898101#182241,1,0.60315
178598#607142#473200,0,0.36952
586840#378002#701856,0,0.17628
246378#594354#485988,0,0.37646
232582#1070333#10009,0,0.34322
464403#136628#951474,1,0.61784
184569#172088#916035,0,0.30774
68078#91202#996543,1,0.57786
571647#794554#285788,0,0.41559
59647#873841#206501,0,0.17485
93533#792538#287804,0,0.18706
280531#482138#598204,0,0.38941
618047#731470#348872,0,0.30579
446457#994095#86247,1,0.56332
507572#532428#547914,0,0.09443
27135#785537#294805,0,0.30907
624931#252086#830921,0,0.40202
620471#1037346#42996,0,0.40186
309872#26648#754184,0,0.10506
480831#868437#211905,0,0.19225
270116#886921#193421,0,0.28916
571046#417756#662241,0,0.32071
584062#859250#221092,0,0.44106
473773#889338#191004,1,0.59071
433020#979839#100503,1,0.77822
141047#961079#119263,0,0.43206
120443#187132#901018,1,0.59951
282702#157992#930111,1,0.54290
562707#308959#774164,0,0.42969
589718#754292#326050,0,0.23120
41965#895306#185036,0,0.35356
373005#74869#1030180,0,0.38535
74233#737934#342408,0,0.28145
511745#396955#682949,0,0.42500
313004#553832#526510,0,0.08902
170360#260189#822792,1,0.55910
516756#678924#401418,0,0.30577
403985#957302#123040,0,0.35525
174436#947982#132360,0,0.19489
435236#862670#217672,1,0.60179
412264#176324#911780,1,0.69965
347965#218293#864481,0,0.49178
338794#486443#593899,0,0.34341
426395#530558#549784,0,0.29838
161669#468222#612120,0,0.30647
18087#985755#94587,1,0.59647
500802#1011472#68870,1,0.66646
383801#432086#647984,0,0.44525
560902#368034#711828,1,0.64574
413007#868679#211663,0,0.17075
370199#713394#366948,0,0.29181
45723#689187#391155,0,0.27998
549407#775463#304879,0,0.27828
304553#677874#402468,1,0.50412
468417#981339#99003,0,0.47686
56879#620353#459989,1,0.57918
198812#88070#1017232,1,0.50311
308813#25419#1010040,0,0.39159
173101#750997#329345,0,0.26690
239035#787790#292552,1,0.51413
3428#222982#859817,1,0.57232
627293#1022815#57527,0,0.32903
341266#60352#1044626,1,0.79944
167837#923297#157045,0,0.26651
210150#407252#672667,1,0.75280
174952#144127#943976,0,0.29525
281328#822#877429,0,0.45460
490565#263961#819031,0,0.15431
456331#1015458#64884,0,0.34041
230072#862025#218317,0,0.33880
168139#326009#757126,0,0.45825
190060#853689#226653,1,0.53646
480667#769600#310742,1,0.55498
223508#843264#237078,1,0.77694
350962#868489#211853,0,0.24354
629020#687437#392905,1,0.65659
136648#513812#566530,1,0.74806
361799#438738#641569,1,0.66931
101590#700170#380172,0,0.28020
146275#170738#917402,0,0.37093
561907#375168#704679,0,0.49846
335467#60398#1044579,0,0.43700
239086#116631#971181,1,0.53813
273866#330986#749575,1,0.53482
244367#361197#718665,0,0.34349
17749#394317#685595,0,0.20867
267184#626656#453686,0,0.31679
586981#953019#127323,1,0.51129
66634#602028#478314,1,0.63854
406787#220074#862131,1,0.69607
626377#808606#271736,0,0.42875
516130#918600#161742,0,0.34743
226917#1075078#5264,0,0.42020
271953#601263#479079,0,0.22771
200376#1024319#56023,1,0.51395
198076#473775#606567,0,0.34708
254311#593900#486442,0,0.29896
587683#101437#986336,1,0.53934
360524#838570#241772,0,0.46526
375256#732746#347596,0,0.25063
508026#243301#839702,1,0.53020
481254#866954#213388,1,0.50106
81487#868866#211476,0,0.22366
138967#640270#440072,0,0.18749
355391#58926#1046049,0,0.35259
290394#888785#191557,0,0.32744
138404#1035094#45248,0,0.30025
127252#376597#703255,0,0.33418
114431#731646#348696,0,0.17706
472350#949991#130351,0,0.21688
487807#96938#990832,1,0.62986
270532#812630#267712,0,0.39561
157510#1070141#10201,1,0.54098
481487#220790#862000,0,0.42265
113066#274442#808580,0,0.38424
341275#1076953#3389,0,0.48181
585498#656322#424020,1,0.68762
162422#1078002#2340,0,0.30506
174592#811497#268845,1,0.57144
519386#476207#604135,1,0.52418
622089#1466#1074668,0,0.19358
131151#640438#439904,0,0.34129
412885#1048245#32097,1,0.75154
365469#1047666#32676,1,0.61523
373317#63144#1041842,0,0.26836
492609#60991#1043988,1,0.76246
141073#484014#596328,1,0.59325
476885#588829#491513,0,0.19434
417709#299131#783967,1,0.70737
259485#94958#992817,0,0.34705
457984#443851#636471,0,0.41707
566849#649660#430682,0,0.43538
497349#71596#1033463,0,0.35287
471897#810467#269875,0,0.33039
66227#767441#312901,1,0.62994
329151#126016#961816,1,0.54816
199413#982677#97665,0,0.31549
193653#38985#1066108,1,0.55749
385583#510981#569361,0,0.45705
474493#689197#391145,0,0.25706
314809#18102#1011452,1,0.66391
132237#1032833#47509,1,0.75840
70916#621393#458949,0,0.24583
114536#333565#747011,1,0.52498
110802#579493#500849,0,0.34407
458713#871471#208871,1,0.74852
214968#727010#353332,1,0.81488
614078#738677#341665,1,0.53359
179491#511348#568994,0,0.44925
311655#498615#581727,0,0.41654
35453#1026681#53661,0,0.31753
254691#739586#340756,1,0.60868
345763#698317#382025,0,0.34586
243194#811970#268372,1,0.78958
610187#536806#543536,1,0.61464
445649#904412#175930,0,0.39627
624861#371810#708040,1,0.54213
496719#823563#256779,0,0.28572
609165#792939#287403,0,0.36335
196817#991566#88776,0,0.19278
596857#665748#414594,0,0.33884
85770#1015750#64592,1,0.53636
479137#124987#962838,0,0.38228
79396#257139#825837,0,0.31204
618071#753123#327219,0,0.36856
394474#509879#570463,0,0.44904
33698#439248#641057,0,0.44448
620849#855505#224837,0,0.27523
555649#807793#272549,0,0.33780
400184#257416#825565,0,0.29901
168022#870343#209999,0,0.41443
575043#1024908#55434,0,0.22267
37447#755295#325047,1,0.69387
56905#736613#343729,0,0.23294
603432#682104#398238,0,0.33413
71482#173698#914415,0,0.32813
495229#975116#105226,0,0.18281
16528#95227#992551,0,0.20407
457266#463526#616816,1,0.59497
532031#10270#1000050,0,0.37375
315552#739292#341050,0,0.02307
11924#662223#418119,0,0.06640
459134#368664#711195,0,0.44524
144656#976123#104219,1,0.68743
490746#835844#244498,0,0.32341
163041#46658#1058175,0,0.23653
166676#444289#636034,1,0.67767
501532#868402#211940,0,0.28452
411736#443339#636973,0,0.46845
26545#868750#211592,0,0.48294
297122#276174#806852,0,0.22443
283085#870824#209518,0,0.28731
417436#535884#544458,1,0.60299
15034#645885#434457,1,0.56860
439271#53327#1051623,0,0.32221
296606#497315#583027,1,0.62413
469040#644759#435583,0,0.42412
460994#876653#203689,0,0.16976
227073#848804#231538,0,0.29852
323755#847386#232956,1,0.51310
197234#367367#712492,0,0.30310
409786#533959#546383,0,0.44776
190241#807930#272412,1,0.62492
70503#243998#839000,0,0.24916
42720#628149#452193,0,0.39054
503479#13425#1008766,0,0.17473
91440#869476#210866,0,0.44668
308258#29853#1004566,0,0.14690
355905#64070#1040929,0,0.20255
430540#93332#994436,0,0.29511
301507#88264#1017041,1,0.63661
245259#473875#606467,0,0.36396
27323#307734#775387,1,0.59696
270881#749007#331335,0,0.30799
335606#1010998#69344,1,0.77500
387790#730582#349760,1,0.74558
615650#427624#652358,0,0.31149
534646#46181#1058647,0,0.47977
306850#481702#598640,1,0.55077
130610#858506#221836,0,0.17735
561372#238515#844480,1,0.59562
41445#930673#149669,0,0.23281
253032#226675#856135,0,0.42972
553769#719824#360518,0,0.49160
79450#855045#225297,0,0.33680
65714#618137#462205,1,0.59116
56176#750157#330185,0,0.22220
61400#143785#944319,1,0.68828
10307#791835#288507,0,0.34346
581495#397014#682888,0,0.32713
429144#955846#124496,0,0.46036
400754#974527#105815,0,0.42252
46112#724025#356317,1,0.67092
544236#911715#168627,0,0.37989
461328#158594#929517,1,0.51762
470882#896783#183559,1,0.57936
621508#732947#347395,1,0.72740
75808#262815#820169,0,0.32648
563281#43159#1061658,0,0.47419
141958#119189#968639,0,0.39033
32776#599522#480820,1,0.56250
447790#248994#834011,0,0.49360
128638#870353#209989,0,0.32713
297609#918231#162111,0,0.31354
147234#366139#713712,0,0.34123
166181#187558#900596,0,0.38494
566895#904380#175962,0,0.42632
575594#659805#420537,0,0.16076
46237#621534#458808,0,0.39118
301316#93080#994687,0,0.46047
262658#964823#115519,0,0.15004
362749#441729#638581,1,0.60349
627110#867005#213337,0,0.47043
168658#952850#127492,0,0.25112
530232#261660#821325,1,0.53781
162396#820831#259511,1,0.68821
472394#825085#255257,0,0.18687
535588#670131#410211,0,0.24088
509429#363595#716255,0,0.48781
307582#30630#1003875,0,0.27460
415940#554040#526302,0,0.43195
569419#821081#259261,0,0.26787
98479#255347#827638,0,0.42478
56608#1008192#72150,1,0.84275
26306#754934#325408,0,0.49839
301183#778187#302155,0,0.29950
52162#666486#413856,1,0.65023
167231#574253#506089,0,0.23329
267018#404579#675343,0,0.30931
554827#690308#390034,0,0.18230
112292#458161#622180,1,0.64860
429603#108227#979568,0,0.42180
427805#393686#686222,1,0.64339
125550#795304#285038,0,0.17896
208230#572144#508198,0,0.39452
536289#68790#1036250,1,0.54047
68693#465608#614734,0,0.32196
279375#536469#543873,0,0.38914
512356#561615#518727,0,0.37892
621722#204632#880619,0,0.47289
434590#258418#824568,1,0.63693
618565#267389#815618,0,0.39470
528612#170543#917597,0,0.33628
353743#412384#667532,1,0.50553
137438#955426#124916,0,0.27518
283206#657068#423274,0,0.22108
292163#24323#1000979,0,0.14138
207387#177374#910740,1,0.68103
370456#422980#657004,1,0.66357
497758#444234#636088,0,0.32970
505413#762089#318253,0,0.31463
214520#658576#421766,0,0.28801
177268#1012155#68187,0,0.42813
171400#103341#984432,1,0.53738
618713#808918#271424,1,0.55980
299947#12356#1010624,0,0.42322
310941#696543#383799,0,0.43973
265257#632675#447667,0,0.06934
174117#823998#256344,0,0.33490
398443#469542#610800,0,0.17265
595075#1042327#38015,0,0.47147
504034#628021#452321,1,0.50007
304763#568498#511844,0,0.36666
355750#162531#925581,0,0.48425
261312#891973#188369,0,0.40075
161125#734430#345912,0,0.34281
84161#104283#983489,1,0.72241
597504#570412#509930,0,0.32691
345811#383881#695975,0,0.41361
541757#853043#227299,1,0.83655
263905#747716#332626,0,0.28624
486278#253348#829652,0,0.47060
11863#134915#953161,0,0.31291
264078#1024014#56328,1,0.57528
356734#441601#638708,0,0.30100
182089#841007#239335,0,0.37085
206266#516485#563857,0,0.13836
382253#211480#871274,0,0.32917
136621#845272#235070,0,0.41667
532794#456773#623548,0,0.35539
620742#1051822#28520,0,0.16344
523516#404708#675216,1,0.56295
199541#971504#108838,1,0.87482
268830#435827#644405,0,0.39343
497295#221607#861182,0,0.28156
209995#776750#303592,0,0.21358
411633#749371#330971,0,0.36674
6995#962156#118186,1,0.68776
324598#558013#522329,0,0.28793
293894#669175#411167,0,0.38327
94902#768001#312341,0,0.26829
85837#919314#161028,0,0.28417
602822#6083#1004209,0,0.41877
66353#1038588#41754,0,0.15209
291350#811176#269166,0,0.33986
433020#333338#747240,0,0.49874
596409#469937#610405,0,0.21137
138172#95546#992229,0,0.28041
279163#930568#149774,0,0.32303
492259#250017#832981,0,0.31318
45035#543460#536882,0,0.36230
261497#378747#701107,0,0.38872
274430#668847#411495,0,0.45499
468696#255283#827705,0,0.43055
5154#809671#270671,1,0.58034
353402#634267#446075,0,0.26669
572928#821528#258814,0,0.48251
416086#1045662#34680,1,0.73157
191018#132589#955339,0,0.46160
436300#437770#642520,1,0.60434
620471#1037312#43030,0,0.33731
22304#698981#381361,0,0.46454
28579#683831#396511,1,0.65508
420390#995345#84997,0,0.46657
59111#956433#123909,1,0.61713
22031#543171#537171,0,0.31263
299903#972319#108023,1,0.53604
478839#89665#1015650,0,0.49803
31245#82092#1023154,1,0.67098
158138#147606#940487,1,0.59110
495376#954882#125460,0,0.48061
590198#265751#817248,1,0.51762
454362#412429#667488,1,0.66517
591574#44812#1060010,0,0.39056
265398#435732#644497,1,0.52065
47753#740876#339466,1,0.64872
243531#367848#712015,1,0.64517
63610#977957#102385,0,0.24718
80416#973052#107290,0,0.44991
309606#1059318#21024,0,0.11417
554797#264843#818147,1,0.73959
377366#1072999#7343,0,0.25224
339025#872612#207730,0,0.30025
37751#1041032#39310,1,0.61882
617750#201588#886682,0,0.48459
17430#678412#401930,0,0.44156
73406#1007189#73153,0,0.48337
1549#456365#623959,1,0.55349
168608#471816#608526,0,0.18192
206907#575047#505295,0,0.34130
202082#927147#153195,0,0.18240
141967#648439#431903,1,0.60753
141707#128820#959029,0,0.48393
556432#230404#852434,0,0.35872
1187#540749#539593,0,0.22008
392693#552409#527933,0,0.25006
319320#805206#275136,1,0.77867
135773#569107#511235,1,0.61206
497649#780751#299591,1,0.60105
16395#110905#976903,1,0.61496
232456#617817#462525,1,0.56179
128284#146897#941196,1,0.58423
428498#857087#223255,0,0.45766
514927#461927#618413,1,0.50960
99823#740928#339414,0,0.31051
267078#663722#416620,0,0.45908
292722#837961#242381,0,0.30123
303268#585902#494440,0,0.47302
310577#464067#616275,0,0.37659
185239#959589#120753,1,0.65602
490434#1018348#61994,1,0.60856
400350#548447#531895,0,0.41221
118617#640670#439672,0,0.21514
595922#108106#979689,0,0.26238
356881#962729#117613,0,0.47503
188997#1039491#40851,0,0.38052
222497#838648#241694,0,0.40804
3749#455597#624739,1,0.51195
153390#657709#422633,0,0.37949
474737#438662#641647,0,0.41799
462377#418649#661348,0,0.49878
49683#850768#229574,0,0.21737
614795#42747#1062065,0,0.49178
529082#927799#152543,0,0.38528
416987#386907#692944,1,0.65118
368666#507574#572768,1,0.51568
411524#1043148#37194,1,0.58065
203391#546378#533964,1,0.55108
481171#206727#878573,0,0.49463
130976#130453#957396,0,0.42662
497931#123274#964548,1,0.61738
393226#571780#508562,0,0.35171
302302#964468#115874,0,0.33991
418047#153570#934535,0,0.42447
250747#161246#926864,0,0.14817
161505#1008323#72019,0,0.38388
198307#142110#945990,0,0.44174
113778#347236#733477,0,0.16830
72520#602061#478281,0,0.28385
193409#235981#846922,0,0.36796
88912#498868#581474,1,0.67316
244256#924413#155929,0,0.34947
225729#869279#211063,1,0.59638
228088#213427#869330,0,0.19029
371498#999598#80744,0,0.47216
382980#840568#239774,1,0.52103
360732#553383#526959,1,0.76027
483471#985246#95096,0,0.22085
546841#424460#655525,1,0.62675
463933#874683#205659,0,0.34899
194030#1004783#75559,0,0.44822
150595#752691#327651,1,0.65831
276817#432852#647242,1,0.50950
414531#956453#123889,1,0.56862
156514#1063639#16703,1,0.79069
315313#8596#1003687,1,0.70526
285440#977266#103076,0,0.48621
466223#867645#212697,0,0.25104
556294#369118#710740,0,0.31430
239472#735557#344785,0,0.30756
284702#13608#1078814,1,0.64597
621359#77982#1027109,0,0.29830
147605#453273#627070,1,0.58053
245551#417222#662774,1,0.63967
57276#761928#318414,0,0.38145
47666#487490#592852,0,0.14752
553124#640302#440040,1,0.63137
1921#103209#984563,1,0.62696
374615#112348#975465,0,0.25334
38857#871113#209229,0,0.29064
569465#701486#378856,0,0.46351
377160#765183#315159,0,0.31052
499969#599398#480944,1,0.52448
505052#869255#211087,0,0.33403
199123#93561#994210,1,0.61303
573543#726651#353691,0,0.33107
19305#732378#347964,1,0.51879
552495#478253#602089,0,0.26302
503847#748167#332175,0,0.45520
594763#467218#613124,1,0.61857
524028#67316#1037716,1,0.65522
83602#176932#911175,0,0.37481
79593#855151#225191,0,0.37884
104539#708928#371414,1,0.50000
148571#503144#577198,0,0.40525
221491#1054693#25649,0,0.17946
553365#872837#207505,0,0.31254
418825#1052136#28206,0,0.19633
368061#221586#861203,0,0.36335
70297#921764#158578,0,0.41631
533732#643445#436897,1,0.62436
595275#1020577#59765,0,0.25070
488856#993902#86440,0,0.47236
399979#257530#825452,0,0.37861
579944#410786#669138,1,0.69214
363947#1065886#14456,0,0.33455
10017#949221#131121,1,0.66278
269055#602313#478029,0,0.33119
45870#665474#414868,0,0.46028
503633#201042#887228,1,0.64862
444613#53883#1051067,0,0.48003
571797#756239#324103,0,0.35421
7399#645477#434865,0,0.16431
111442#834483#245859,1,0.56067
444871#944127#136215,0,0.44534
343831#970958#109384,0,0.41294
106386#587963#492379,0,0.28215
456509#494386#585956,0,0.41339
24935#986830#93512,0,0.32802
155910#753695#326647,0,0.31021
145186#336934#743660,0,0.37292
470383#809573#270769,0,0.20546
4946#269065#813946,0,0.38952
296092#1034543#45799,0,0.45194
409805#120598#967224,1,0.57594
408719#1004772#75570,0,0.39101
612886#405451#674473,1,0.56969
352709#813314#267028,1,0.62483
353408#263153#819835,0,0.38292
179926#318356#764781,0,0.26657
521084#647568#432774,1,0.53351
533859#703250#377092,1,0.71539
148555#500939#579403,0,0.35921
102267#358973#720887,0,0.43994
585130#766170#314172,0,0.28690
574875#650969#429373,0,0.43341
382694#102292#985478,0,0.45081
485625#871190#209152,0,0.48577
124422#532406#547936,0,0.25951
80858#518692#561650,0,0.24522
457703#298393#784710,1,0.56100
155605#874344#205998,1,0.59433
297998#983630#96712,1,0.61889
230751#869568#210774,0,0.33364
340933#72078#1032980,0,0.33276
168813#963816#116526,0,0.37189
265306#716206#364136,1,0.66231
381006#472436#607906,1,0.57384
236462#9380#1079421,1,0.54891
434011#97181#990590,0,0.31159
369576#326772#756357,1,0.67327
480552#625363#454979,0,0.45067
181857#679142#401200,0,0.47129
363824#106959#980828,0,0.44228
156622#860737#219605,0,0.40379
200814#685380#394962,0,0.39427
70812#604180#476162,0,0.14026
220698#621483#458859,0,0.39942
70048#486180#594162,0,0.43266
584578#793140#287202,0,0.29086
236974#249842#833160,0,0.46063
24753#967080#113262,1,0.80691
460153#624532#455810,0,0.34659
507139#326617#756515,1,0.57567
177708#360113#719749,1,0.65195
32776#599531#480811,1,0.61527
490124#904956#175386,1,0.62463
333649#373936#705918,0,0.32890
491161#813042#267300,0,0.45659
270900#206676#878618,0,0.46200
450801#884473#195869,1,0.58529
533828#34507#1070532,0,0.28121
226159#333025#747551,0,0.45012
209926#337122#743481,1,0.83062
302777#622665#457677,1,0.76313
75894#607945#472397,0,0.33164
351719#154023#934093,0,0.41944
308432#32927#886428,0,0.44165
67222#565608#514734,0,0.35621
154751#754128#326214,1,0.71525
603602#493695#586647,0,0.42921
387513#126347#961486,0,0.44299
307174#587612#492730,0,0.31716
224415#827382#252960,0,0.32348
123167#333282#747298,0,0.18574
306915#465760#614582,0,0.42081
270595#484173#596169,0,0.25529
593264#440519#639787,0,0.32890
27657#1002197#78145,0,0.27284
26419#861633#218709,0,0.30081
582251#97569#990196,1,0.73551
515601#541846#538496,0,0.07946
258929#464633#615709,0,0.35973
322293#966643#113699,0,0.27707
451801#623894#456448,0,0.33353
316499#543356#536986,0,0.29579
2078#296900#786201,0,0.36872
140369#21665#1010448,1,0.50440
333926#38334#1066749,0,0.34230
519462#637915#442427,0,0.46027
232915#212517#870234,1,0.69969
283501#323513#759617,0,0.36368
299910#559814#520528,0,0.40033
302818#286651#796409,0,0.31628
83838#416376#663614,1,0.53159
147270#479321#601021,0,0.36358
583965#765562#314780,0,0.31425
521218#647561#432781,0,0.45843
168015#566241#514101,0,0.49098
112714#230207#852627,1,0.58708
116369#946737#133605,0,0.42758
199189#213657#869103,1,0.79864
237532#711499#368843,1,0.70305
144453#965246#115096,1,0.59448
558786#119044#968782,0,0.30776
239357#383195#696656,0,0.36065
263821#544826#535516,1,0.75645
612812#669110#411232,1,0.50477
614817#868583#211759,0,0.27782
471761#406193#673728,0,0.47128
437353#355098#724771,1,0.57487
515601#541842#538500,0,0.07946
182885#975737#104605,0,0.43504
259429#756757#323585,0,0.29213
127666#1030626#49716,0,0.43922
164512#176002#912096,1,0.56607
381046#239761#843261,0,0.25914
292616#1010983#69359,0,0.19454
98587#805692#274650,0,0.26434
389846#110988#976820,1,0.53482
55373#294440#788651,1,0.53693
186119#745208#335134,0,0.21095
240405#774772#305570,0,0.37924
3958#469172#611170,0,0.44537
50956#998205#82137,1,0.63420
380047#414165#665759,0,0.43897
379328#503033#577309,0,0.41957
62214#570446#509896,0,0.16329
542587#402468#677451,0,0.49465
118288#645382#434960,0,0.32088
582589#875113#205229,1,0.69257
407529#950683#129659,1,0.75101
436139#900193#180149,0,0.35812
130558#1003132#77210,0,0.45025
51616#1029522#50820,0,0.24912
258525#774975#305367,0,0.27361
536223#696584#383758,0,0.39922
216566#429950#650052,0,0.39471
115873#875203#205139,1,0.60366
291105#236556#846373,0,0.36377
535132#552237#528105,1,0.63956
393104#627351#452991,0,0.36727
610830#694204#386138,0,0.31464
468255#887810#192532,1,0.51607
426202#176107#911989,0,0.23653
350162#403897#676023,0,0.39944
586059#146497#941596,1,0.75757
556599#293816#789265,0,0.33508
305314#793673#286669,0,0.14808
477308#948570#131772,1,0.61805
59952#1033338#47004,0,0.27944
88328#1027063#53279,1,0.51014
575086#902842#177500,1,0.68745
602237#796747#283595,0,0.33816
143514#765987#314355,0,0.19141
31023#709870#370472,0,0.44747
170486#445553#634771,0,0.36335
43316#236322#846602,0,0.30577
268506#123508#964316,1,0.50727
24286#238837#844171,0,0.45724
606930#261495#821494,0,0.28577
40259#108144#990414,0,0.40052
342972#741984#338358,0,0.40692
204987#221759#861031,0,0.42469
35488#760872#319470,1,0.50591
518875#638336#442006,1,0.52105
553534#805929#274413,0,0.34326
315390#784364#295978,0,0.11076
7475#261382#821604,1,0.89175
627399#638571#441771,0,0.17385
432530#34615#1070427,1,0.51654
70308#494893#585449,0,0.45467
621587#563691#516651,0,0.16917
494840#555810#524532,0,0.09408
631785#801234#279108,0,0.35960
241475#494246#586096,0,0.33492
512176#616023#464319,0,0.33731
499900#149185#938904,0,0.44853
162669#812387#267955,0,0.17681
